"OBJECTID","FACILITY_N","county","Latitude","Longitude"
"1948","Family Nursing Home and Maternity  ( Mwingi Central)","Kitui","-0.93963","38.0632"
"1949","Family Planning Association of Kenya Clinic (Nyeri","Nyeri","-0.001332","37.094"
"1950","Family Saver Clinic","Nyamira","-0.53422","35.02673"
"1951","Family Smiles Dental Clinic","Nyeri","-0.001332","37.094"
"1952","FAO Hope Medical Centre","Busia","0.62254","34.34482"
"1953","Farmers choice wellness centre clinic","Nairobi","-1.18628","36.9101"
"1954","Fathers Maternity and Health Services","Kiambu","-1.2013","36.92534"
"1955","Fatima Health Centre (Lenkism)","Kajiado","-2.39994","37.21487"
"1956","Fatima Maternity Hospital","Kajiado","-1.39545","36.7445"
"1957","Fatuma Nur Dispensary","Wajir","2.2941","38.93321"
"1958","Favour Medical Services","Kajiado","-1.68767","36.84855"
"1959","Favour Primary Health Care","Machakos","-1.45807","36.97863"
"1960","Fayaa Medical Clinic","Marsabit","2.33091","37.98964"
"1961","Faza Hospital","Lamu","-2.05792","41.11122"
"1962","Fenway Medical Clinic","Nyandarua","0.01563","36.49344"
"1963","FGC of Kenya Medical Centre","Nakuru","-0.24807","35.7349"
"1964","Fig Tree Clinic","Kericho","-0.393029","35.18686"
"1965","Filhia Medical Clinic","Meru","0.154","37.65732"
"1966","Fincharo Dispensary","Mandera","2.92711","40.50199"
"1967","Finlay Flowers Dispensary","Kericho","-0.42077","35.26179"
"1968","Finlays Hospital","Nakuru","-0.67459","36.43277"
"1969","Finlays Lemotit Farm Dispensary","Kericho","-0.2561","35.52913"
"1970","Fino Health Centre","Mandera","3.37929","41.41752"
"1971","Firmview Medical Clinic","Nyamira","-0.72589","34.92482"
"1972","First Baptist Dispensary","Machakos","-1.4578","36.97537"
"1973","Fitc Dispensary","Nakuru","-0.16941","36.03225"
"1974","Flack Clinic","Nairobi","-1.2956","36.8499"
"1975","Flax Dispensary","Elgeyo Marakwet","0.37328","35.48215"
"1976","Flomed Med Clinic","Nairobi","-1.22057","36.89462"
"1977","Florensis Kenya LTD Medical Clinic(Naivasha)","Nakuru","-0.82559","36.37277"
"1978","Florex Medical Clinic","Nakuru","-0.33942","36.14698"
"1979","Flourspar Health Centre","Elgeyo Marakwet","0.32281","35.64258"
"1980","Fly Over Health Clinic","Nyandarua","-0.87824","36.57119"
"1981","Fly Over Medical Clinic","Nyandarua","-0.87768","36.56389"
"1982","Focus Medical Clinic and Counselling Centre","Kiambu","-1.20885","36.91772"
"1983","Focus Outreach Medical Mission","Nairobi","-1.26372","36.75078"
"1984","Fofcom VCT","Kiambu","-1.17723","36.8316"
"1985","Forolle Dispensary","Marsabit","3.19378","38.20231"
"1986","Forttenan Sub District Hospital","Kericho","-0.13723","35.34428"
"1987","Fountain Healthcare","Uasin Gishu","0.50927","35.28773"
"1988","Fountain Medical Centre","Narok","-1.04089","35.906"
"1989","Fountain Medical Clinic","Nakuru","-0.3233","36.14907"
"1990","Fountain of Hope Medical Clinic","Machakos","-1.39478","36.94079"
"1991","Fr andrian Heath Centre","Kajiado","-1.841986","36.791349"
"1992","Fr Baldo Cath Disp","Nyandarua","-0.275501","36.36956"
"1993","Framo Medical Clinic","Nyamira","-0.77989","34.94719"
"1994","Franjane Medical Clinic","Murang'a","-0.745661","36.9985"
"1995","Frankstar Medical Clinic (Manga)","Nyamira","-0.66458","34.84496"
"1996","Frayjoy Clinic (Dr Tumbo)","Kirinyaga","-0.56817","37.32517"
"1997","Freedom Medical Clinic","Mombasa","-4.08683","39.65277"
"1998","Fremo Medical Centre","Nairobi","-1.28993","36.74428"
"1999","Frepals Community Nursing Home","Nairobi","-1.31166","36.79314"
"2000","Friends Chemist","Meru","0.04604","37.65698"
"2001","Front Line Medical Clinic","Kirinyaga","-0.68439","37.35755"
"2002","Frontier Clinic","Meru","0.30707","37.96568"
"2003","Frontier Health Services","Garissa","-0.45842","39.64132"
"2004","Frontier Health Services Malaba","Busia","0.636772","34.269133"
"2005","Frontier Health Services- Malaba","Busia","0.636772","34.269133"
"2006","Frontier Medical Clinic (Moyale)","Marsabit","3.5225","39.0581"
"2007","Frontier Medicare","Wajir","1.01511","39.4957"
"2008","Frontline Clinic","Mombasa","-4.02283","39.62131"
"2009","Fundi Issa Dispensary","Kilifi","-2.92982","40.09493"
"2010","Furqan Dispensary","Garissa","-1.69614","40.14583"
"2011","Future Age Medical Services","Nairobi","-1.32305","36.707"
"2012","Future Life Dispensary","Siaya","0.03721","34.287"
"2013","G K Prisons (Thika)","Kiambu","-1.03929","37.078"
"2014","G S U Kinisa Dispensary","Meru","0.43608","38.03475"
"2015","Gaatia Dispensary","Meru","-0.0842","37.6449"
"2016","Gababa Dispensary","Garissa","-1.54492","40.15947"
"2017","Gacabari Dispensary","Embu","-0.78173","37.79763"
"2018","Gacharage Dispensary","Murang'a","-0.86303","36.96426"
"2019","Gacharageini Dispensary","Murang'a","-0.61184","36.8478"
"2020","Gachatha Medical Clinic (Nyeri South)","Nyeri","-0.433513","36.977"
"2021","Gachege Dispensary","Kiambu","-0.90974","36.90974"
"2022","Gachika Dispensary","Kiambu","-0.97599","36.78137"
"2023","Gachika Orthodox Medical Clinic","Nyeri","-0.43184","37.0285"
"2024","Gachororo Health Centre","Kiambu","-1.08697","37.02015"
"2025","Gachua Catholic Dispensary","Meru","0.00088","37.83243"
"2026","Gachuriri Dispensary","Embu","-0.70965","37.51782"
"2027","Gaciongo Dispensary","Tharaka Nithi","-0.01172","38.01706"
"2028","Gaciongo Dispensary (Kirinyaga)","Kirinyaga","-0.47597","37.41332"
"2029","Gadi Medical Clinic","Nyeri","-0.48045","37.12251"
"2030","Gafarsa Health Centre","Isiolo","0.93696","38.58865"
"2031","Gagaba Dispensary","Mandera","3.5693","39.71216"
"2032","Gahaleni Dispensary","Kilifi","-3.27017","40.0951"
"2033","Gaichanjiru Hospital","Murang'a","-0.88479","37.05184"
"2034","Gaichanjiru Hospital (Satelite)","Murang'a","-0.93723","37.12093"
"2035","Gaimu Clinic","Nairobi","-1.26038","36.8476"
"2036","Gairoro Dispensary","Migori","-1.35283","34.71026"
"2037","Gaitu Dispensary","Meru","-0.01386","37.76409"
"2038","Gakawa Dispensary","Nyeri","-0.01878","37.06419"
"2039","Gaketha Dispensary","Tharaka Nithi","0.30787","37.62312"
"2040","Gakira Medical Clinic","Murang'a","-0.686593","36.961"
"2041","Gakoe Health Centre","Kiambu","-1.04491","37.18638"
"2042","Gakoromone Dispensary","Meru","0.04863","37.66587"
"2043","Gakoromone Health Care Clinic","Meru","0.04637","37.65953"
"2044","Gakoromone Medical Clinic","Meru","0.04636","37.6595"
"2045","Gakurungu Dispensary","Tharaka Nithi","-0.15112","37.86368"
"2046","Gakurwe Dispensary","Murang'a","-0.62769","37.0161"
"2047","Gakuyuini Medical Clinic","Murang'a","-0.834581","37.1138"
"2048","Galana Hospital","Kilifi","-3.11844","40.06987"
"2049","Galilee Medical Clinic","Embu","-0.540607","37.4546"
"2050","Galili Dispensary","Tana River","-2.3353","40.2099"
"2051","Galmagalla Health Centre","Garissa","-1.11707","40.46075"
"2052","Galmagalla Nomadic Clinic","Garissa","-1.13572","40.53124"
"2053","Gama Medical Clinic","Mombasa","-4.01602","39.69207"
"2054","Gamba Medical Clinic","Tana River","-2.27807","40.18246"
"2055","Ganda Dispensary","Kilifi","-3.21609","40.06558"
"2056","Gandini Dispensary","Kilifi","-2.577","40.00037"
"2057","Gandini Dispensary","Kwale","-3.42152","39.42198"
"2058","Gangara Dispensary","Meru","-0.10343","37.60083"
"2059","Gankere Dispensary","Meru","0.09657","37.69825"
"2060","Ganyure Dispensary","Wajir","1.71369","39.94163"
"2061","Ganze Health Centre","Kilifi","-3.542621","39.691999"
"2062","Garabey Dispensary","Garissa","-1.1619","41.059"
"2063","Garashi Dispensary","Kilifi","-3.13088","39.8913"
"2064","Garbatulla District Hospital","Isiolo","0.52697","38.51422"
"2065","Garden Park Medical Centre","Kiambu","-1.20414","36.77456"
"2066","Gari Dispensary","Kisumu","-0.38029","34.91391"
"2067","Garissa Children Hospital","Garissa","-0.45006","39.64578"
"2068","Garissa Medical Clinic","Garissa","-0.45781","39.63967"
"2069","Garissa Mother and Child Care Nursing Home","Garissa","-0.44792","39.64781"
"2070","Garissa Nursing Home","Garissa","-0.44732","39.64289"
"2071","Garissa Pride Healthcare","Garissa","-0.43522","39.65867"
"2072","Garissa Provincial General Hospital (PGH)","Garissa","-0.44831","39.65238"
"2073","Garissa Teacher Training College Dispensary","Garissa","-0.44922","39.66157"
"2074","Garlands Medical Centree","Kajiado","-1.38652","36.75423"
"2075","Garrissa Highway Medical Clinic","Kiambu","-1.06743","37.0979"
"2076","Garsen Health Centre","Tana River","-2.27086","40.10759"
"2077","Garsesala Dispensary","Mandera","2.6053","40.84805"
"2078","Garseyqoftu Dispensary","Wajir","1.81462","39.16291"
"2079","Garsweno Dispensary","Garissa","-1.20639","40.00303"
"2080","Gatab Health Centre","Marsabit","2.3559","37.04915"
"2081","Gatamu Medical Clinic","Nyeri","-0.55236","36.94578"
"2082","Gatanga Dispensary","Murang'a","-0.93877","36.96232"
"2083","Gatangara Dispensary","Murang'a","-0.7","36.93"
"2084","Gatankene Dispensary","Meru","-0.013549","37.65599"
"2085","Gatara Health Centre","Murang'a","-0.72","36.86"
"2086","Gategi Health Centre","Embu","-0.74977","37.42371"
"2087","Gatei Dispensary","Nyeri","-0.40193","37.15155"
"2088","Gateways Medical Clinic","Murang'a","-0.686593","36.961"
"2089","Gathaithi Dispensary","Murang'a","-0.74029","36.8923"
"2090","Gathaithi Nyeri Dispensary","Nyeri","0.51042","37.00623"
"2091","Gathambi Health Centre","Kirinyaga","-0.46888","37.21157"
"2092","Gathanga Dispensary","Kiambu","-1.19175","36.7932"
"2093","Gathangari Dispensary","Kiambu","-1.06257","36.7203"
"2094","Gathanji Clinic","Laikipia","0.05483","37.1903"
"2095","Gathanji Dispensary","Murang'a","-0.90734","36.92869"
"2096","Gathara Dispensary","Nyandarua","-0.63044","36.61456"
"2097","Gatheru Dispensary","Murang'a","-0.72894","37.0632"
"2098","Gathigiriri Health Centre","Kirinyaga","-0.69317","37.40495"
"2099","Gathiruini (PCEA) Dispensary","Kiambu","-1.04995","36.87118"
"2100","Gathuthuma Dispensary","Kirinyaga","-0.4358","37.289"
"2101","Gatiaini Dispensary","Murang'a","-0.77896","36.82418"
"2102","Gatimbi Health Centre","Meru","-0.01057","37.66027"
"2103","Gatimbi Medical Clinic","Meru","0.01093","37.60254"
"2104","Gatimu Dispensary","Nakuru","-0.626849","35.9979"
"2105","Gatimu Health Centre","Nyandarua","0.01853","36.37357"
"2106","Gatina Dispensary","Nyeri","-0.54653","37.14537"
"2107","Gatina United Clinic","Nairobi","-1.30659","36.73728"
"2108","Gatiruri Dispensary","Embu","-0.51966","37.6947"
"2109","Gatithi Dispensary","Kirinyaga","-0.5832","37.19138"
"2110","Gatitu Dispensary","Nyeri","-0.45926","36.99678"
"2111","Gatondo Dispensary (Kipipiri)","Nyandarua","-0.26357","36.51079"
"2112","Gatondo Dispensary (Nyeri North)","Nyeri","-0.43271","37.16582"
"2113","Gatuamba Medical Clinic","Nyeri","-0.253684","37.1659"
"2114","Gatuanyaga Dispensary","Kiambu","-1.04532","37.10904"
"2115","Gatugi Mission Dispensary","Nyeri","-0.529353","36.9652"
"2116","Gatugura Dispensary","Kirinyaga","-0.46074","37.3188"
"2117","Gatukuyu Medical Clinic","Kiambu","-0.98417","36.96443"
"2118","Gatumbi (SDA) Dispensary","Kirinyaga","-0.41832","37.39322"
"2119","Gatumbi Dispensary","Embu","-0.38124","37.57232"
"2120","Gatundu District Hospital","Kiambu","-1.01409","36.90613"
"2121","Gatunduri Dispensary","Embu","-0.48227","37.47976"
"2122","Gatunga Health Centre","Tharaka Nithi","-0.29656","37.9423"
"2123","Gatunga Model Health Centre","Tharaka Nithi","-0.10257","38.01565"
"2124","Gatunyu Dispensary","Murang'a","-0.96056","36.9915"
"2125","Gatura (PCEA) Dispensary","Nyeri","-0.528342","37.0397"
"2126","Gatura Healh Centre","Murang'a","-0.8628","36.86206"
"2127","Gaturi Catholic Parish Dispensary","Murang'a","-0.6486","37.10141"
"2128","Gaturi Dispensary","Meru","-0.13602","37.62605"
"2129","Gaturi Medical Clinic","Murang'a","-0.634706","37.0923"
"2130","Gatuto Dispensary","Kirinyaga","-0.57083","37.30204"
"2131","Gatwe Health Centre","Kirinyaga","-0.43474","37.28817"
"2132","Gatwekera B(Olympic)","Nairobi","-1.31359","36.96353"
"2133","Gatwell/Lab Medical Clinic","Garissa","-0.46431","39.65658"
"2134","Gawa Medical Clinic","Kiambu","-1.08375","37.06645"
"2135","Gazi Bay Medical Clinic","Kwale","-4.42556","39.50596"
"2136","Geca Medical Clinic","Mombasa","-4.08982","39.65065"
"2137","Gechiriet Dispensary","Kericho","-0.24202","35.22035"
"2138","Gede Health Centre","Kilifi","-3.30853","40.01106"
"2139","Gede Medical Clinic","Kilifi","-3.34284","40.01311"
"2140","Gedmed Medical Clinic","Nairobi","-1.2685","36.84963"
"2141","Gekano Health Centre (Manga)","Nyamira","-0.67859","34.9098"
"2142","Gelegele Dispensary","Bomet","-0.87593","35.03473"
"2143","General Medical Clinic","Meru","0.04537","37.65498"
"2144","General Medical Clinic and Lab","Meru","0.4543","37.65504"
"2145","General Medical Laboratory","Meru","0.04537","37.65498"
"2146","Generation Medical Clinic/Lab","Meru","0.05732","37.64287"
"2147","Generations Medical Clinic","Murang'a","-0.80211","36.96108"
"2148","Genesis Clinic (Imenti North)","Meru","0.11998","37.55921"
"2149","Genesis Clinic (Kirinyaga)","Kirinyaga","-0.67011","37.20599"
"2150","Genesis Community Bamako Initiative","Kirinyaga","-0.401615","37.222"
"2151","Genesis Medical Clinic","Kitui","-1.23294","37.91513"
"2152","Genesis Medical Clinic Kitengela","Kajiado","-1.47804","36.9598"
"2153","Genesis Medicare","Mombasa","-4.01146","39.69423"
"2154","Genessaret Clinic","Nairobi","-1.29748","36.894"
"2155","Genus Medical Services & Diagnostic Lab","Nairobi","-1.21577","36.88729"
"2156","Gerille Health Centre","Wajir","1.69172","40.9328"
"2157","Gertrude Komarock Clinic","Nairobi","-1.26715","36.91082"
"2158","Gertrudes Chidrens Clinic (Ongata Rongai)","Kajiado","-1.39613","36.75317"
"2159","Gertrudes Chiildren Clinic (Pangani)","Nairobi","-1.26966","36.83989"
"2160","Gertrudes Children Clinic (Kitengela)","Kajiado","-1.48834","36.95534"
"2161","Gertrudes Children Hospital","Mombasa","-4.0322","39.71182"
"2162","Gertrudes Childrens Hospital","Nairobi","-1.25546","36.831973"
"2163","Gertrudes Othaya Road Dispensary","Nairobi","-1.28101","36.7678"
"2164","Gesabakwa Health Centre","Kisii","-0.89926","34.82809"
"2165","Gesima Health Centre","Nyamira","-0.691942","34.9921"
"2166","Gesuguri Dispensary","Kisii","-0.69106","34.73619"
"2167","Gesure Dispensary (Sameta)","Kisii","-0.72992","34.7541"
"2168","Gesure Health Centre (Manga)","Nyamira","-0.63587","34.86736"
"2169","Gesusu (SDA) Dispensary","Kisii","-0.86977","34.90661"
"2170","Gesusu Sub-District Hospital","Kisii","-0.85822","34.90788"
"2171","Get Well Clinic and Lab Services","Wajir","1.75306","40.06351"
"2172","Geta Bush Health Centre","Nyandarua","-0.41361","36.58391"
"2173","Geta Dispensary","Trans Nzoia","1.02693","35.27248"
"2174","Geta Forest Dispensary","Nyandarua","-0.47212","36.60764"
"2175","Getambwega Dispensary","Migori","-1.27715","34.58601"
"2176","Getare Health Centre(Manga)","Nyamira","-0.6679","34.8046"
"2177","Getarwet Dispensary","Kericho","-0.616199","35.114772"
"2178","Getembe Hospital","Kisii","-0.67409","34.76964"
"2179","Geteri Dispensary","Kisii","-0.782208","34.877981"
"2180","Gethsemane Garden Mission Hospital","Homa Bay","-0.46484","34.06335"
"2181","Getiesi Health Centre","Nyamira","-0.568012","34.8902"
"2182","Getongoroma Dispensary","Migori","-1.18309","34.41133"
"2183","Getongoroma Health Centre","Migori","-1.29771","34.6558"
"2184","Getontira Clinic","Migori","-1.23901","34.47927"
"2185","Getrude Dispensary","Embu","-0.53518","37.4785"
"2186","Getrude Donholm Clinic","Nairobi","-1.29524","36.88777"
"2187","Getrude Embakasi Clinic","Nairobi","-1.3301","36.8894"
"2188","Getrudes Children's Hospital","Nairobi","-1.29383","36.87538"
"2189","Getrudes Hospital (Nairobi West Clinic)","Nairobi","-1.30773","36.82005"
"2190","Geva Family Health Services","Kisumu","-0.116364","34.786922"
"2191","Ghazi Dispensary","Taita Taveta","-3.28937","38.44621"
"2192","Giachuki Medical Clinic","Murang'a","-0.85636","36.89708"
"2193","Giakaibei Catholic Dispensary","Nyeri","-0.41459","37.16005"
"2194","Giaki Clinic","Meru","0.03227","37.76375"
"2195","Giaki Sub-District Hospital","Meru","0.03021","37.76489"
"2196","Gianchore Health Centre","Nyamira","-0.58","34.88"
"2197","Gianchuku Dispensary","Tharaka Nithi","-0.21151","37.60263"
"2198","Giathanini Dispensary","Kiambu","-1.02545","37.1911"
"2199","Giatunda Dispensary","Kisii","-0.726023","34.6649"
"2200","Giatutu Dispensary","Murang'a","-0.96403","36.9679"
"2201","Gibea Medical Centre","Nakuru","-0.28312","36.07517"
"2202","Gichagini Dispensary","Murang'a","-0.8103","36.89763"
"2203","Gicharani Catholic Dispensary","Kiambu","-1.2739","36.63911"
"2204","Gichiche Dispensary","Embu","-0.43858","37.58755"
"2205","Gichiche Health Centre","Nyeri","-0.58016","36.92032"
"2206","Gichiche Medical Clinic","Nyeri","-0.57797","36.92485"
"2207","Gichira Health Centre","Nyeri","-0.48451","37.00865"
"2208","Gichobo Dispensary","Nakuru","-0.38711","35.97095"
"2209","Gichuru Dispensary","Kiambu","-1.21413","36.66036"
"2210","Gietai (AIC) Dispensary","Nyamira","-0.5981","35.03352"
"2211","Gift Medical Clinic","Mombasa","-4.03601","39.6296"
"2212","Giika","Meru","0.11688","37.96611"
"2213","Giithu Dispensary","Meru","0.12183","37.90649"
"2214","Gikambura Health Centre","Kiambu","-1.27953","36.64589"
"2215","Gikoe Dispensary","Murang'a","-0.76188","36.90619"
"2216","Gikoe Medical Clinic","Murang'a","-0.65943","36.95746"
"2217","Gikono Dispensary","Murang'a","-0.99298","37.16057"
"2218","Gikui Health Centre","Murang'a","-0.67659","37.014"
"2219","Gikuuri Dispensary (CDF)","Embu","-0.4504","37.55555"
"2220","Gil Medical Clinic","Meru","-0.17857","37.62528"
"2221","Gilgil Astu Dispensary","Nakuru","-0.47204","36.33459"
"2222","Gilgil Centre of Hope","Nakuru","-0.50151","36.32744"
"2223","Gilgil Community Medical Clinic","Nakuru","-0.49964","36.32668"
"2224","Gilgil Sub-District Hospital","Nakuru","-0.50293","36.3218"
"2225","Gionsaria Health Centre (Nyamache)","Kisii","-0.88024","34.83319"
"2226","Giovanna Dispensary","Nairobi","-1.20244","36.9038"
"2227","Girango Dispensary","Nyamira","-0.720127","34.8673"
"2228","Giriama Mission Dispensary","Kilifi","-3.81442","39.58588"
"2229","Giribe Dispensary","Migori","-1.10221","34.28944"
"2230","Girigiri Dispensary","Migori","-1.31831","34.6252"
"2231","Girissa Dispensary","Mandera","3.93688","41.23921"
"2232","Gisage Dispensary","Nyamira","-0.45545","35.03101"
"2233","Gita Sub County Hospital","Kisumu","-0.02782","34.79048"
"2234","Gitanga Medical Centre","Nairobi","-1.28105","36.69471"
"2235","Gitaraka Dispensary","Embu","-0.81098","37.34569"
"2236","Gitare Dispensary (Embu)","Embu","-0.39585","37.55469"
"2237","Gitare Health Centre (Gatundu)","Kiambu","-1.00323","36.81883"
"2238","Gitaro Dispensary","Murang'a","-0.74295","37.07393"
"2239","Gitaru Clinic","Embu","-0.77136","37.64917"
"2240","Gitata Medical Clinic","Nyeri","-0.54559","36.94631"
"2241","Gitathi Dispensary","Murang'a","-0.78487","37.04609"
"2242","Gitaus Medical Clinic","Murang'a","-0.683956","37.134"
"2243","Githabai Medical Clinic","Nyandarua","-0.73329","36.56927"
"2244","Githagara Health Centre","Murang'a","-0.77","37.02"
"2245","Githakwa Dispensary","Nyeri","0.46574","36.90162"
"2246","Githambo Dispensary","Murang'a","-0.71196","36.88353"
"2247","Githanga (ACK) Dispensary","Murang'a","-0.62973","37.1018"
"2248","Gither Dispensary","Mandera","3.67383","39.92663"
"2249","Githiga Health Centre","Kiambu","-1.083","36.7462"
"2250","Githiga Midways Clinic","Kiambu","-1.198678","36.79288"
"2251","Githiga Private Medical Clinic","Kiambu","-1.00349","36.74358"
"2252","Githima Dispensary","Kiambu","-0.99805","36.78436"
"2253","Githima Medical Clinic","Kiambu","-0.99172","36.77462"
"2254","Githiriga Dispensary","Nakuru","-0.36102","35.63219"
"2255","Githirioni Dispensary","Kiambu","-1.02406","36.65005"
"2256","Githogoro Runda Baptist Clinic (Getrudes Nairobi)","Nairobi","-1.21602","36.82214"
"2257","Githongo District Hospital","Meru","-0.00569","37.5926"
"2258","Githuani (ACK) Dispensary","Kirinyaga","-0.62106","37.18441"
"2259","Githuci Dispesary","Laikipia","0.06227","37.12193"
"2260","Githumu Hospital","Murang'a","-0.82686","36.91338"
"2261","Githunguri Dispensary","Murang'a","-0.91204","37.07829"
"2262","Githunguri Health Centre","Kiambu","-1.05738","36.77783"
"2263","Githunguri Health Centre (Ruiru)","Kiambu","-1.15475","36.93845"
"2264","Githunguri Health Services Clinic","Kiambu","-1.05561","36.77667"
"2265","Githunguri Heathwatch Clinic","Kiambu","-1.06068","36.77163"
"2266","Githunguri Medical Plaza Clinic","Kiambu","-1.05607","36.77844"
"2267","Githurai Community Clinic","Kiambu","-1.20788","36.91659"
"2268","Githurai Health Care and Dental Hospital","Kiambu","-1.20732","36.91708"
"2269","Githurai Medical Dispensary","Nairobi","-1.20244","36.9038"
"2270","Githurai VCT","Nairobi","-1.20244","36.9038"
"2271","Githure (ACK) Dispensary","Kirinyaga","-0.44404","37.41089"
"2272","Githuya Dispensary","Murang'a","-0.82038","37.11191"
"2273","Gitiha Dispensary","Kiambu","-1.0674","36.68712"
"2274","Gitimaini dispensary","Nyeri","-0.2572","37.08202"
"2275","Gitine Dispensary","Meru","-0.16105","37.70832"
"2276","Gitithia Dispensary","Kiambu","-1.05101","36.6178"
"2277","Gitogoto Dispensary","Tharaka Nithi","-0.36445","37.56244"
"2278","Gitombani Dispensary","Tharaka Nithi","-0.25253","37.60007"
"2279","Gitoro Dispensary","Meru","0.06061","37.63139"
"2280","Gituamba (AIPCA) Dispensary","Murang'a","-0.94349","36.98695"
"2281","Gituamba Community Dispensary","Kiambu","-0.90646","36.86095"
"2282","Gituamba Dispensary","Kiambu","-1.0359","37.20622"
"2283","Gituamba Mathore Dispensary","Kiambu","-0.12345","36.23412"
"2284","Gituamba Medical Clinic","Kiambu","-0.90655","36.85986"
"2285","Gitugi Dispensary (Muranga North)","Murang'a","-0.65597","37.0255"
"2286","Gitugi Dispensary (Nyeri South)","Nyeri","-0.51421","36.86254"
"2287","Gitundu (ACK) Dispensary","Nyeri","-0.558127","36.9264"
"2288","Gitunduti Catholic Dispensary","Nyeri","-0.39132","37.13234"
"2289","Gitura Dispensary","Meru","0.2222","37.96182"
"2290","Gituuru Dispensary","Murang'a","-0.82233","36.86922"
"2291","Gitwamba Health Centre","Trans Nzoia","0.93479","34.76932"
"2292","Gitwe Medical Clinic","Kiambu","-0.95703","36.79062"
"2293","Givole Dispensary","Vihiga","0.073","34.80199"
"2294","Givudimbuli Health Centre","Vihiga","0.08814","34.7807"
"2295","Giwa Health Services","Kiambu","-1.15808","36.93727"
"2296","GK Farm Prisons Dispensary (Trans Nzoia)","Trans Nzoia","0.98021","35.00599"
"2297","GK Prison Annex Dispensary (Naivasha)","Nakuru","-0.70279","36.35972"
"2298","GK Prison Clinic","Kilifi","-3.11752","40.05168"
"2299","GK Prison Dispensary","Laikipia","0.03212","36.42123"
"2300","GK Prison Dispensary ( Bungoma South)","Bungoma","0.56995","34.55531"
"2301","GK Prison Dispensary (Athi River)","Kajiado","-1.47463","36.9358"
"2302","GK Prison Dispensary (Embu)","Embu","-0.55005","37.46725"
"2303","GK Prison Dispensary (Garissa)","Garissa","-0.45389","39.63966"
"2304","GK Prison Dispensary (Gathigiriri )","Kirinyaga","-0.69435","37.40027"
"2305","GK Prison Dispensary (Homa Bay)","Homa Bay","-0.53018","34.46596"
"2306","GK Prison Dispensary (Isiolo)","Isiolo","0.35758","37.58541"
"2307","GK Prison Dispensary (Kingongo)","Nyeri","-0.41686","36.95922"
"2308","GK Prison Dispensary (Kitui)","Kitui","-1.36562","38.01192"
"2309","GK Prison Dispensary (Machakos)","Machakos","-1.52037","37.26114"
"2310","GK Prison Dispensary (Malindi)","Kilifi","-3.19691","40.08804"
"2311","GK Prison Dispensary (Meru)","Meru","0.0529","37.64474"
"2312","GK Prison Dispensary (Migori)","Migori","-1.06496","34.47672"
"2313","GK Prison Dispensary (Murang'a)","Murang'a","-0.73123","37.16232"
"2314","GK Prison Dispensary (Nandi Central)","Nandi","0.19649","35.09854"
"2315","GK Prison Dispensary (Ruiru)","Kiambu","-1.14118","36.92695"
"2316","GK Prison Mbale","Vihiga","0.07981","34.72208"
"2317","GK Prisons Clinic (Malindi)","Kilifi","-3.11808","40.05276"
"2318","GK Prisons Dispensary","Narok","-1.07772","35.8397"
"2319","GK Prisons Dispensary (Busia)","Busia","0.45296","34.11452"
"2320","GK Prisons Dispensary (Eldoret East)","Uasin Gishu","0.52636","35.28638"
"2321","GK Prisons Dispensary (Kakamega Central)","Kakamega","0.27284","34.75309"
"2322","GK Prisons Dispensary (Kapenguria)","West Pokot","1.22766","35.12453"
"2323","GK Prisons Dispensary (Kericho)","Kericho","-0.36676","35.28465"
"2324","GK Prisons Dispensary (Kiambu)","Kiambu","-1.17523","36.83003"
"2325","GK Prisons Dispensary (Kibos)","Kisumu","-0.06744","34.8209"
"2326","GK Prisons Dispensary (Kisii)","Kisii","-0.67523","34.77568"
"2327","GK Prisons Dispensary (Laikipia East)","Laikipia","0.01278","37.02752"
"2328","GK Prisons Dispensary (Ngeria)","Uasin Gishu","0.36829","35.28437"
"2329","GK Prisons Dispensary (Tana River)","Tana River","-1.49866","40.03417"
"2330","GK Prisons Dispensary (Turkana Central)","Turkana","3.10735","35.60491"
"2331","GK Prisons Medium Dispensary","Kericho","-0.36673","35.26465"
"2332","GK Remand Prisons Dispensary (Trans Nzoia West)","Trans Nzoia","1.02051","34.99757"
"2333","Glaisa Medical Clinic","Nyandarua","-0.027492","36.3781"
"2334","Global Medical Centre","Kiambu","-1.25497","36.69347"
"2335","Global Providers International Clinic","Kisumu","-0.088293","34.779426"
"2336","Globe Medical Centre","Nyandarua","0.01497","36.245"
"2337","Gloria Health Services","Kajiado","-1.38778","36.7523"
"2338","Glory Health Clinic","Nairobi","-1.29192","36.74829"
"2339","Glory Medical Clinic","Kiambu","-1.13528","37.0942"
"2340","Glory Medical Clinic (Gilgil)","Nakuru","-0.49861","36.32534"
"2341","Glory Medical Clinic (Kangundo)","Machakos","-1.26639","37.32142"
"2342","Glory Medical Clinic (Kitui Central)","Kitui","-1.35825","38.00932"
"2343","Glory Medical Clinic (Tana River)","Tana River","-1.47809","40.0453"
"2344","Glory medical Clinic-Masinga","Machakos","-0.94081","37.67563"
"2345","Glory Medical Reproductive and Youth Friendly Centre","Nakuru","-0.29528","36.05796"
"2346","Glory Ministry Medical Clinic","Nakuru","-0.00033","36.22834"
"2347","Glovnet VCT","Nairobi","-1.29825","36.86408"
"2348","Go Down Clinic","Kakamega","0.83932","35.10789"
"2349","Gobei  Health Centre","Siaya","-0.09021","34.2905"
"2350","God Jope Dispensary","Migori","-1.049","34.52851"
